"","chromosome","source","type","start","end","score","strand","phase","gene_symbol","gene_ensID","length","entrezid"
"2289166","7","ensembl_havana","gene",121348851,121396364,".","-",".","FAM3C","ENSG00000196937",47514,"10447"
"2289268","7","ensembl_havana","gene",121873089,122062036,".","+",".","PTPRZ1","ENSG00000106278",188948,"5803"
"2289424","7","ensembl_havana","gene",122075647,122144280,".","-",".","AASS","ENSG00000008311",68634,"10157"
"2289681","7","ensembl_havana","gene",122301394,122310691,".","-",".","FEZF1","ENSG00000128610",9298,"389549"
"2289713","7","havana","gene",122303658,122310077,".","+",".","FEZF1-AS1","ENSG00000230316",6420,"154860"
"2289741","7","ensembl_havana","gene",122318425,122886759,".","-",".","CADPS2","ENSG00000081803",568335,"93664"
"2290239","7","havana","gene",122697712,122699156,".","-",".","RNF133","ENSG00000188050",1445,"168433"
"2290245","7","havana","gene",122701664,122702967,".","-",".","RNF148","ENSG00000235631",1304,"378925"
"2290271","7","ensembl_havana","gene",122994704,122995700,".","-",".","TAS2R16","ENSG00000128519",997,"50833"
"2290283","7","ensembl_havana","gene",123113531,123199986,".","-",".","SLC13A1","ENSG00000081800",86456,"6561"
"2290429","7","ensembl_havana","gene",123452400,123535077,".","-",".","IQUB","ENSG00000164675",82678,"154865"
"2290568","7","ensembl_havana","gene",123536997,123558255,".","-",".","NDUFA5","ENSG00000128609",21259,"4698"
"2290673","7","ensembl_havana","gene",123567010,123639481,".","+",".","ASB15","ENSG00000146809",72472,"142685"
"2290833","7","havana","gene",123584859,123624957,".","-",".","RP11-390E23.3","ENSG00000230442",40099,"102724555"
"2290857","7","ensembl_havana","gene",123655807,123664290,".","+",".","LMOD2","ENSG00000170807",8484,"442721"
"2290874","7","ensembl_havana","gene",123681935,123749067,".","-",".","WASL","ENSG00000106299",67133,"8976"
"2290922","7","ensembl_havana","gene",123828983,123877478,".","+",".","HYAL4","ENSG00000106302",48496,"23553"
"2290982","7","ensembl_havana","gene",123925237,123971414,".","+",".","SPAM1","ENSG00000106304",46178,"6677"
"2291066","7","havana","gene",123994622,124027659,".","+",".","RP4-630C24.3","ENSG00000241345",33038,"105375483"
"2291076","7","ensembl_havana","gene",124030916,124033023,".","-",".","TMEM229A","ENSG00000234224",2108,"730130"
"2291134","7","ensembl_havana","gene",124745997,124765627,".","-",".","GPR37","ENSG00000170775",19631,"2861"
"2291146","7","ensembl_havana","gene",124777292,124790689,".","-",".","C7orf77","ENSG00000275356",13398,"154872"
"2291158","7","ensembl_havana","gene",124822386,124929983,".","-",".","POT1","ENSG00000128513",107598,"25913"
"2291459","7","havana","gene",124929873,125179315,".","+",".","POT1-AS1","ENSG00000224897",249443,"401398"
"2291570","7","ensembl_havana","gene",126438598,127253294,".","-",".","GRM8","ENSG00000179603",814697,"2918"
"2291761","7","havana","gene",127215127,127229921,".","+",".","AC000099.1","ENSG00000236340",14795,"101928333"
"2291788","7","ensembl_havana","gene",127346790,127431924,".","-",".","ZNF800","ENSG00000048405",85135,"168850"
"2291929","7","ensembl_havana","gene",127580618,127593611,".","-",".","GCC1","ENSG00000179562",12994,"79571"
"2291957","7","ensembl_havana","gene",127588345,127591705,".","+",".","ARF5","ENSG00000004059",3361,"381"
"2292009","7","ensembl_havana","gene",127591409,127602144,".","+",".","FSCN3","ENSG00000106328",10736,"29999"
"2292051","7","ensembl_havana","gene",127610292,127615928,".","-",".","PAX4","ENSG00000106331",5637,"5078"
"2292193","7","ensembl_havana","gene",127652180,128092609,".","+",".","SND1","ENSG00000197157",440430,"27044"
"2292341","7","ensembl_havana","gene",128027071,128032107,".","-",".","LRRC4","ENSG00000128594",5037,"64101"
"2292442","7","ensembl_havana","gene",128241284,128257628,".","+",".","LEP","ENSG00000174697",16345,"3952"
"2292460","7","ensembl_havana","gene",128297685,128343908,".","-",".","RBM28","ENSG00000106344",46224,"55131"
"2292601","7","ensembl_havana","gene",128350325,128361685,".","-",".","PRRT4","ENSG00000224940",11361,"401399"
"2292690","7","ensembl_havana","gene",128392277,128410252,".","-",".","IMPDH1","ENSG00000106348",17976,"3614"
"2293128","7","ensembl_havana","gene",128455849,128458418,".","+",".","HILPDA","ENSG00000135245",2570,"29923"
"2293163","7","ensembl_havana","gene",128476729,128506602,".","+",".","METTL2B","ENSG00000165055",29874,"55798"
"2293346","7","ensembl","gene",128672266,128683319,".","+",".","FAM71F2","ENSG00000205085",11054,"346653"
"2293386","7","ensembl_havana","gene",128709061,128731743,".","+",".","FAM71F1","ENSG00000135248",22683,"84691"
"2293502","7","ensembl_havana","gene",128739292,128771807,".","+",".","CALU","ENSG00000128595",32516,"813"
"2293609","7","ensembl_havana","gene",128772491,128775790,".","-",".","OPN1SW","ENSG00000128617",3300,"611"
"2293625","7","ensembl_havana","gene",128790757,128822132,".","+",".","CCDC136","ENSG00000128596",31376,"64753"
"2293868","7","ensembl_havana","gene",128830377,128859274,".","+",".","FLNC","ENSG00000128591",28898,"2318"
"2294080","7","havana","gene",128850162,128862626,".","-",".","RP11-309L24.2","ENSG00000242902",12465,"110806300"
"2294089","7","ensembl_havana","gene",128862451,128910719,".","-",".","KCP","ENSG00000135253",48269,"375616"
"2294456","7","ensembl_havana","gene",128862826,128865844,".","+",".","ATP6V1F","ENSG00000128524",3019,"9296"
"2294475","7","ensembl_havana","gene",128866308,128872044,".","+",".","RP11-309L24.4","ENSG00000272899",5737,"100130705"
"2294520","7","ensembl_havana","gene",128937612,128950035,".","+",".","IRF5","ENSG00000128604",12424,"3663"
"2294758","7","ensembl_havana","gene",128954180,129055173,".","-",".","TNPO3","ENSG00000064419",100994,"23534"
"2295011","7","havana","gene",129055223,129057239,".","+",".","TPI1P2","ENSG00000230359",2017,"286016"
"2295045","7","ensembl_havana","gene",129144892,129169697,".","+",".","TSPAN33","ENSG00000158457",24806,"340348"
"2295093","7","ensembl_havana","gene",129188872,129213545,".","+",".","SMO","ENSG00000128602",24674,"6608"
"2295166","7","ensembl_havana","gene",129225023,129430211,".","+",".","AHCYL2","ENSG00000158467",205189,"23382"
"2295407","7","ensembl_havana","gene",129434433,129488399,".","+",".","STRIP2","ENSG00000128578",53967,"57464"
"2295523","7","ensembl_havana","gene",129502479,129512932,".","+",".","SMKR1","ENSG00000240204",10454,"100287482"
"2295541","7","ensembl_havana","gene",129611714,129757082,".","+",".","NRF1","ENSG00000106459",145369,"4899"
"2295755","7","ensembl_havana","gene",129830732,129952949,".","-",".","UBE2H","ENSG00000186591",122218,"7328"
"2295873","7","ensembl_havana","gene",130018286,130051451,".","-",".","ZC3HC1","ENSG00000091732",33166,"51530"
"2296055","7","ensembl_havana","gene",130070510,130135720,".","+",".","KLHDC10","ENSG00000128607",65211,"23008"
"2296112","7","havana","gene",130141731,130142615,".","+",".","RP11-775D22.2","ENSG00000229196",885,"100128325"
"2296120","7","ensembl_havana","gene",130164715,130207770,".","-",".","TMEM209","ENSG00000146842",43056,"84928"
"2296253","7","ensembl_havana","gene",130207860,130216843,".","+",".","SSMEM1","ENSG00000165120",8984,"136263"
"2296267","7","ensembl_havana","gene",130266827,130289798,".","+",".","CPA2","ENSG00000158516",22972,"1358"
"2296326","7","ensembl_havana","gene",130293134,130324180,".","+",".","CPA4","ENSG00000128510",31047,"51200"
"2296466","7","ensembl_havana","gene",130344816,130368730,".","+",".","CPA5","ENSG00000158525",23915,"93979"
"2296673","7","ensembl_havana","gene",130380339,130388114,".","+",".","CPA1","ENSG00000091704",7776,"1357"
"2296780","7","ensembl_havana","gene",130393771,130442433,".","-",".","CEP41","ENSG00000106477",48663,"95681"
"2297027","7","ensembl_havana","gene",130486171,130506296,".","+",".","MEST","ENSG00000106484",20126,"4232"
"2297345","7","ensembl_havana","gene",130506238,130668748,".","-",".","COPG2","ENSG00000158623",162511,"26958"
"2297476","7","ensembl_havana","gene",130668648,130687432,".","-",".","TSGA13","ENSG00000213265",18785,"114960"
"2297546","7","ensembl_havana","gene",130731235,130734061,".","-",".","KLF14","ENSG00000266265",2827,"136259"
"2297620","7","havana","gene",130941760,131110176,".","-",".","LINC-PINT","ENSG00000231721",168417,"378805"
"2297690","7","ensembl_havana","gene",131110096,131496636,".","+",".","MKLN1","ENSG00000128585",386541,"4289"
"2297941","7","ensembl_havana","gene",131500262,131558217,".","-",".","PODXL","ENSG00000128567",57956,"5420"
"2298078","7","ensembl_havana","gene",132123332,132648688,".","-",".","PLXNA4","ENSG00000221866",525357,"91584"
"2298296","7","havana","gene",132758970,132760632,".","+",".","AC009365.4","ENSG00000225881",1663,"100506937"
"2298300","7","ensembl_havana","gene",132784868,133082088,".","-",".","CHCHD3","ENSG00000106554",297221,"54927"
"2298422","7","ensembl_havana","gene",133253073,134066589,".","+",".","EXOC4","ENSG00000131558",813517,"60412"
"2298606","7","ensembl_havana","gene",134127299,134264591,".","+",".","LRGUK","ENSG00000155530",137293,"136332"
"2298660","7","ensembl_havana","gene",134289332,134317051,".","-",".","SLC35B4","ENSG00000205060",27720,"84912"
"2298747","7","ensembl_havana","gene",134442350,134459284,".","-",".","AKR1B1","ENSG00000085662",16935,"231"
"2298875","7","ensembl_havana","gene",134527592,134541408,".","+",".","AKR1B10","ENSG00000198074",13817,"57016"
"2298917","7","ensembl_havana","gene",134549136,134579875,".","+",".","AKR1B15","ENSG00000227471",30740,"441282"
"2298972","7","ensembl_havana","gene",134646808,134679813,".","+",".","BPGM","ENSG00000172331",33006,"669"
"2299018","7","ensembl_havana","gene",134744252,134970728,".","+",".","CALD1","ENSG00000122786",226477,"800"
"2299404","7","ensembl_havana","gene",134986508,135147963,".","+",".","AGBL3","ENSG00000146856",161456,"340351"
"2299541","7","ensembl_havana","gene",135092363,135170795,".","-",".","C7orf49","ENSG00000122783",78433,"78996"
"2299640","7","ensembl_havana","gene",135148072,135166215,".","+",".","TMEM140","ENSG00000146859",18144,"55281"
"2299663","7","ensembl_havana","gene",135183839,135211534,".","-",".","WDR91","ENSG00000105875",27696,"29062"
"2299798","7","ensembl_havana","gene",135231979,135258492,".","+",".","STRA8","ENSG00000146857",26514,"346673"
"2299849","7","ensembl_havana","gene",135361795,135510127,".","-",".","CNOT4","ENSG00000080802",148333,"4850"
"2300071","7","ensembl_havana","gene",135557919,135648757,".","+",".","NUP205","ENSG00000155561",90839,"23165"
"2300286","7","ensembl_havana","gene",135662496,135693418,".","+",".","C7orf73","ENSG00000243317",30923,"647087"
"2300321","7","ensembl_havana","gene",135681237,135729258,".","-",".","SLC13A4","ENSG00000164707",48022,"26266"
"2300405","7","ensembl_havana","gene",135728348,135748846,".","-",".","FAM180A","ENSG00000189320",20499,"389558"
"2300447","7","ensembl_havana","gene",135926761,135977353,".","-",".","MTPN","ENSG00000105887",50593,"136319"
"2300466","7","havana","gene",135927274,135927450,".","-",".","LUZP6","ENSG00000267697",177,"767558"
"2300513","7","havana","gene",136685559,137182107,".","-",".","AC009264.1","ENSG00000234352",496549,"349160"
"2300560","7","ensembl_havana","gene",136868669,137020255,".","+",".","CHRM2","ENSG00000181072",151587,"1129"
"2300625","7","ensembl_havana","gene",137227341,137343865,".","-",".","PTN","ENSG00000105894",116525,"5764"
"2300672","7","ensembl_havana","gene",137381037,137847092,".","-",".","DGKI","ENSG00000157680",466056,"9162"
"2301094","7","ensembl_havana","gene",137874979,138002067,".","-",".","CREB3L2","ENSG00000182158",127089,"64764"
"2301233","7","ensembl_havana","gene",138002324,138117986,".","+",".","AKR1D1","ENSG00000122787",115663,"6718"
"2301358","7","ensembl_havana","gene",138460334,138589993,".","+",".","TRIM24","ENSG00000122779",129660,"8805"
"2301478","7","ensembl_havana","gene",138594285,138701352,".","-",".","SVOPL","ENSG00000157703",107068,"136306"
"2301642","7","ensembl_havana","gene",138706295,138799560,".","-",".","ATP6V0A4","ENSG00000105929",93266,"50617"
"2301801","7","ensembl_havana","gene",138797952,138838101,".","+",".","TMEM213","ENSG00000214128",40150,"155006"
"2301839","7","ensembl_havana","gene",138831381,138981318,".","-",".","KIAA1549","ENSG00000122778",149938,"57670"
"2301945","7","ensembl_havana","gene",139025706,139036029,".","-",".","ZC3HAV1L","ENSG00000146858",10324,"92092"
"2301971","7","ensembl_havana","gene",139043520,139109719,".","-",".","ZC3HAV1","ENSG00000105939",66200,"56829"
"2302076","7","ensembl_havana","gene",139133744,139191986,".","+",".","TTC26","ENSG00000105948",58243,"79989"
"2302359","7","ensembl_havana","gene",139230356,139308236,".","+",".","UBN2","ENSG00000157741",77881,"254048"
"2302450","7","havana","gene",139339457,139346319,".","+",".","C7orf55","ENSG00000164898",6863,"154791"
"2302474","7","ensembl_havana","gene",139340359,139423457,".","+",".","LUC7L2","ENSG00000146963",83099,"51631"
"2302638","7","ensembl_havana","gene",139341360,139422599,".","+",".","C7orf55-LUC7L2","ENSG00000269955",81240,"100996928"
"2302680","7","ensembl_havana","gene",139452690,139483712,".","-",".","KLRG2","ENSG00000188883",31023,"346689"
"2302715","7","ensembl_havana","gene",139523856,139544984,".","+",".","CLEC2L","ENSG00000236279",21129,"154790"
"2302751","7","ensembl_havana","gene",139561570,139777778,".","-",".","HIPK2","ENSG00000064393",216209,"28996"
"2302847","7","ensembl_havana","gene",139777051,140020325,".","+",".","TBXAS1","ENSG00000059377",243275,"6916"
"2303249","7","ensembl_havana","gene",140023744,140063721,".","-",".","PARP12","ENSG00000059378",39978,"64761"
"2303386","7","ensembl_havana","gene",140084746,140177035,".","-",".","KDM7A","ENSG00000006459",92290,"80853"
"2303503","7","havana","gene",140177261,140179640,".","+",".","JHDM1D-AS1","ENSG00000260231",2380,"100134229"
"2303529","7","ensembl_havana","gene",140293693,140404433,".","-",".","SLC37A3","ENSG00000157800",110741,"84255"
"2303885","7","ensembl_havana","gene",140404043,140426250,".","+",".","RAB19","ENSG00000146955",22208,"401409"
"2303922","7","ensembl_havana","gene",140453040,140479569,".","-",".","MKRN1","ENSG00000133606",26530,"23608"
"2304119","7","ensembl_havana","gene",140518420,140673993,".","-",".","DENND2A","ENSG00000146966",155574,"27147"
"2304382","7","ensembl_havana","gene",140673153,140696261,".","+",".","ADCK2","ENSG00000133597",23109,"90956"
"2304471","7","ensembl_havana","gene",140690777,140722790,".","+",".","NDUFB2","ENSG00000090266",32014,"4708"
"2304619","7","havana","gene",140695336,140697077,".","-",".","NDUFB2-AS1","ENSG00000240889",1742,"100134713"
"2304631","7","ensembl_havana","gene",140719327,140924764,".","-",".","BRAF","ENSG00000157764",205438,"673"
"2304769","7","ensembl_havana","gene",141002610,141015228,".","-",".","MRPS33","ENSG00000090263",12619,"51650"
"2304842","7","ensembl_havana","gene",141074232,141480380,".","+",".","TMEM178B","ENSG00000261115",406149,"100507421"
"2304906","7","ensembl_havana","gene",141551189,141655244,".","+",".","AGK","ENSG00000006530",104056,"55750"
"2305105","7","ensembl_havana","gene",141656728,141702153,".","-",".","KIAA1147","ENSG00000257093",45426,"57189"
"2305155","7","havana","gene",141704338,141738346,".","-",".","WEE2-AS1","ENSG00000228775",34009,"285962"
"2305212","7","ensembl_havana","gene",141708353,141731271,".","+",".","WEE2","ENSG00000214102",22919,"494551"
"2305257","7","ensembl_havana","gene",141738321,141787922,".","+",".","SSBP1","ENSG00000106028",49602,"6742"
"2305434","7","ensembl_havana","gene",141764097,141765197,".","+",".","TAS2R3","ENSG00000127362",1101,"50831"
"2305440","7","ensembl_havana","gene",141778442,141780819,".","+",".","TAS2R4","ENSG00000127364",2378,"50832"
"2305449","7","ensembl_havana","gene",141790217,141791367,".","+",".","TAS2R5","ENSG00000127366",1151,"54429"
"2305468","7","ensembl_havana","gene",141836286,141841487,".","-",".","PRSS37","ENSG00000165076",5202,"136242"
"2305537","7","ensembl_havana","gene",141907813,142106747,".","+",".","MGAM","ENSG00000257335",198935,"8972"
"2305926","7","havana","gene",141918817,141919909,".","+",".","OR9A4","ENSG00000258083",1093,"130075"
"2305932","7","ensembl_havana","gene",141927357,141947007,".","-",".","CLEC5A","ENSG00000258227",19651,"23601"
"2306008","7","ensembl_havana","gene",141972631,141973773,".","-",".","TAS2R38","ENSG00000257138",1143,"5726"
"2306014","7","ensembl_havana","gene",142111749,142222324,".","+",".","MGAM2","ENSG00000257743",110576,"93432"
"2306164","7","havana","gene",142240740,142247067,".","-",".","MOXD2P","ENSG00000240268",6328,"100289017"
"2306184","7","ensembl_havana","gene",142252143,142258058,".","-",".","PRSS58","ENSG00000258223",5916,"136541"
"2306213","7","havana","gene",142265833,142272235,".","-",".","TRY2P","ENSG00000186163",6403,"207147"
"2306580","7","havana","gene",142666272,142667718,".","+",".","MTRNR2L6","ENSG00000270672",1447,"100463482"
"2306682","7","ensembl_havana","gene",142749468,142763997,".","+",".","PRSS1","ENSG00000204983",14530,"5644"
"2306758","7","ensembl_havana","gene",142760398,142774564,".","+",".","PRSS2","ENSG00000275896",14167,"5645"
"2306926","7","ensembl_havana","gene",142855061,142871094,".","+",".","EPHB6","ENSG00000106123",16034,"2051"
"2307176","7","ensembl_havana","gene",142871203,142885762,".","-",".","TRPV6","ENSG00000165125",14560,"55503"
"2307273","7","ensembl_havana","gene",142908101,142933808,".","-",".","TRPV5","ENSG00000127412",25708,"56302"
"2307357","7","ensembl_havana","gene",142939343,142940868,".","+",".","C7orf34","ENSG00000165131",1526,"135927"
"2307373","7","ensembl_havana","gene",142941114,142962681,".","-",".","KEL","ENSG00000197993",21568,"3792"
"2307487","7","ensembl_havana","gene",143026158,143027195,".","-",".","OR9A2","ENSG00000179468",1038,"135924"
"2307498","7","ensembl_havana","gene",143052320,143053347,".","+",".","OR6V1","ENSG00000225781",1028,"346517"
"2307512","7","ensembl_havana","gene",143132077,143139746,".","+",".","PIP","ENSG00000159763",7670,"5304"
"2307524","7","ensembl_havana","gene",143183419,143184435,".","+",".","TAS2R39","ENSG00000236398",1017,"259285"
"2307531","7","ensembl_havana","gene",143222037,143223079,".","+",".","TAS2R40","ENSG00000221937",1043,"259286"
"2307540","7","ensembl_havana","gene",143244093,143270854,".","+",".","GSTK1","ENSG00000197448",26762,"373156"
"2307668","7","ensembl_havana","gene",143279957,143288048,".","+",".","TMEM139","ENSG00000178826",8092,"135932"
"2307736","7","ensembl_havana","gene",143288215,143307696,".","+",".","CASP2","ENSG00000106144",19482,"835"
"2307859","7","ensembl_havana","gene",143316126,143352083,".","+",".","CLCN1","ENSG00000188037",35958,"1180"
"2307946","7","ensembl_havana","gene",143353400,143362770,".","-",".","FAM131B","ENSG00000159784",9371,"9715"
"2308101","7","ensembl_havana","gene",143381080,143391111,".","+",".","ZYX","ENSG00000159840",10032,"7791"
"2308225","7","ensembl_havana","gene",143390289,143408892,".","-",".","EPHA1","ENSG00000146904",18604,"2041"
"2308303","7","havana","gene",143407813,143523449,".","+",".","EPHA1-AS1","ENSG00000229153",115637,"285965"
"2308317","7","ensembl_havana","gene",143443453,143444409,".","+",".","TAS2R60","ENSG00000185899",957,"338398"
"2308321","7","ensembl_havana","gene",143477873,143478796,".","+",".","TAS2R41","ENSG00000221855",924,"259287"
"2308340","7","havana","gene",143571801,143574387,".","+",".","CTAGE15","ENSG00000271079",2587,"441294"
"2308365","7","ensembl_havana","gene",143620950,143730409,".","+",".","TCAF2","ENSG00000170379",109460,"285966"
"2308526","7","havana","gene",143755089,143757696,".","-",".","CTAGE6","ENSG00000271321",2608,"340307"
"2308533","7","havana","gene",143761790,143836933,".","-",".","RP11-61L23.2","ENSG00000253882",75144,"154761"
"2308595","7","ensembl_havana","gene",143851375,143902198,".","-",".","TCAF1","ENSG00000198420",50824,"9747"
"2308682","7","ensembl_havana","gene",143935166,143936279,".","+",".","OR2F2","ENSG00000221910",1114,"135948"
"2308713","7","ensembl_havana","gene",144003929,144004983,".","+",".","OR6B1","ENSG00000221813",1055,"135946"
"2308719","7","ensembl_havana","gene",144050368,144051380,".","+",".","OR2A5","ENSG00000221836",1013,"393046"
"2308725","7","ensembl_havana","gene",144074182,144075195,".","+",".","OR2A25","ENSG00000221933",1014,"392138"
"2308734","7","ensembl_havana","gene",144095048,144096093,".","+",".","OR2A12","ENSG00000221858",1046,"346525"
"2308740","7","havana","gene",144109514,144110564,".","+",".","OR2A2","ENSG00000221989",1051,"442361"
"2308746","7","ensembl_havana","gene",144109583,144130069,".","+",".","OR2A14","ENSG00000221938",20487,"135941"
"2308770","7","havana","gene",144183466,144186053,".","+",".","CTAGE4","ENSG00000225932",2588,"100128553"
"2308776","7","ensembl_havana","gene",144186083,144195655,".","-",".","ARHGEF35","ENSG00000213214",9573,"445328"
"2308833","7","ensembl_havana","gene",144231911,144232843,".","-",".","OR2A42","ENSG00000212807",933,"402317"
"2308837","7","havana","gene",144250045,144252957,".","-",".","OR2A20P","ENSG00000170356",2913,"401428"
"2308923","7","ensembl_havana","gene",144258607,144259722,".","-",".","OR2A7","ENSG00000243896",1116,"401427"
"2308929","7","havana","gene",144266701,144269288,".","-",".","CTAGE8","ENSG00000244693",2588,"100142659"
"2308968","7","ensembl_havana","gene",144318125,144319057,".","+",".","OR2A1","ENSG00000221970",933,"346528"
"2308975","7","ensembl_havana","gene",144355288,144380632,".","+",".","ARHGEF5","ENSG00000050327",25345,"7984"
"2309084","7","ensembl_havana","gene",144397240,144410227,".","-",".","NOBOX","ENSG00000106410",12988,"135935"
"2309138","7","ensembl_havana","gene",144451941,144836395,".","-",".","TPK1","ENSG00000196511",384455,"27010"
"2309345","7","ensembl_havana","gene",146116002,148420998,".","+",".","CNTNAP2","ENSG00000174469",2304997,"26047"
"2309606","7","havana","gene",147080934,147097609,".","-",".","AC006004.1","ENSG00000236795",16676,"101928700"
"2309621","7","havana","gene",147671711,147673143,".","+",".","AC005518.2","ENSG00000230190",1433,"105375556"
"2309667","7","ensembl_havana","gene",148590565,148615860,".","+",".","C7orf33","ENSG00000170279",25296,"202865"
"2309688","7","ensembl_havana","gene",148697914,148801036,".","+",".","CUL1","ENSG00000055130",103123,"8454"
"2309902","7","ensembl_havana","gene",148807383,148884321,".","-",".","EZH2","ENSG00000106462",76939,"2146"
"2310293","7","ensembl_havana","gene",149003062,149028641,".","-",".","PDIA4","ENSG00000155660",25580,"9601"
"2310354","7","ensembl_havana","gene",149069643,149090782,".","-",".","ZNF786","ENSG00000197362",21140,"136051"
"2310386","7","ensembl_havana","gene",149102784,149126346,".","-",".","ZNF425","ENSG00000204947",23563,"155054"
"2310425","7","ensembl_havana","gene",149126416,149182802,".","+",".","ZNF398","ENSG00000197024",56387,"57541"
"2310518","7","ensembl_havana","gene",149195485,149226248,".","+",".","ZNF282","ENSG00000170265",30764,"8427"
"2310578","7","ensembl_havana","gene",149239651,149255609,".","+",".","ZNF212","ENSG00000170260",15959,"7988"
"2310643","7","ensembl_havana","gene",149262171,149297302,".","+",".","ZNF783","ENSG00000204946",35132,"100289678"
"2310764","7","havana","gene",149285281,149297312,".","+",".","RP4-800G7.2","ENSG00000244560",12032,"155060"
"2310823","7","havana","gene",149398204,149401456,".","+",".","AC004941.3","ENSG00000228151",3253,"101928733"
"2310840","7","ensembl_havana","gene",149431363,149461123,".","-",".","ZNF777","ENSG00000196453",29761,"27153"
"2310896","7","ensembl_havana","gene",149472794,149497817,".","-",".","ZNF746","ENSG00000181220",25024,"155061"
"2310975","7","havana","gene",149547154,149624752,".","-",".","ZNF767P","ENSG00000133624",77599,"79970"
"2311062","7","ensembl_havana","gene",149714781,149734575,".","+",".","KRBA1","ENSG00000133619",19795,"84626"
"2311238","7","ensembl_havana","gene",149764182,149773479,".","-",".","ZNF467","ENSG00000181444",9298,"168544"
"2311278","7","ensembl_havana","gene",149776042,149833979,".","+",".","SSPO","ENSG00000197558",57938,"23145"
"2311696","7","ensembl_havana","gene",149838367,149867479,".","+",".","ZNF862","ENSG00000106479",29113,"643641"
"2311752","7","havana","gene",149867697,149880610,".","-",".","ATP6V0E2-AS1","ENSG00000204934",12914,"401431"
"2311766","7","ensembl_havana","gene",149872968,149880698,".","+",".","ATP6V0E2","ENSG00000171130",7731,"155066"
"2311958","7","ensembl_havana","gene",150243916,150323725,".","-",".","ACTR3C","ENSG00000106526",79810,"653857"
"2312028","7","ensembl_havana","gene",150322639,150338150,".","+",".","LRRC61","ENSG00000127399",15512,"65999"
"2312068","7","havana","gene",150329789,150332721,".","+",".","ZBED6CL","ENSG00000188707",2933,"113763"
"2312074","7","ensembl_havana","gene",150338317,150341674,".","-",".","RARRES2","ENSG00000106538",3358,"5919"
"2312144","7","ensembl_havana","gene",150368189,150374044,".","+",".","REPIN1","ENSG00000214022",5856,"29803"
"2312283","7","ensembl_havana","gene",150368790,150410597,".","+",".","ZNF775","ENSG00000196456",41808,"285971"
"2312394","7","ensembl_havana","gene",150450630,150479392,".","+",".","GIMAP8","ENSG00000171115",28763,"155038"
"2312416","7","ensembl_havana","gene",150514830,150521073,".","+",".","GIMAP7","ENSG00000179144",6244,"168537"
"2312427","7","ensembl_havana","gene",150567277,150573955,".","+",".","GIMAP4","ENSG00000133574",6679,"55303"
"2312468","7","ensembl_havana","gene",150625375,150632648,".","-",".","GIMAP6","ENSG00000133561",7274,"474344"
"2312499","7","ensembl_havana","gene",150685697,150693641,".","+",".","GIMAP2","ENSG00000106560",7945,"26157"
"2312521","7","havana","gene",150716557,150724284,".","+",".","GIMAP1","ENSG00000213203",7728,"170575"
"2312534","7","havana","gene",150716668,150743646,".","+",".","GIMAP1-GIMAP5","ENSG00000281887",26979,"100527949"
"2312553","7","havana","gene",150722253,150750033,".","+",".","GIMAP5","ENSG00000196329",27781,"55340"
"2312601","7","ensembl_havana","gene",150791285,150801360,".","-",".","TMEM176B","ENSG00000106565",10076,"28959"
"2312706","7","ensembl_havana","gene",150800403,150805120,".","+",".","TMEM176A","ENSG00000002933",4718,"55365"
"2312815","7","ensembl_havana","gene",150824627,150861504,".","+",".","AOC1","ENSG00000002726",36878,"26"
"2312897","7","ensembl_havana","gene",150944961,150978315,".","-",".","KCNH2","ENSG00000055118",33355,"3757"
"2313032","7","ensembl_havana","gene",150990995,151014588,".","+",".","NOS3","ENSG00000164867",23594,"4846"
"2313245","7","ensembl_havana","gene",151012209,151024499,".","-",".","ATG9B","ENSG00000181652",12291,"285973"
"2313386","7","ensembl_havana","gene",151028422,151047782,".","+",".","ABCB8","ENSG00000197150",19361,"11194"
"2313749","7","ensembl_havana","gene",151048292,151052756,".","+",".","ASIC3","ENSG00000213199",4465,"9311"
"2313908","7","ensembl_havana","gene",151053812,151058530,".","-",".","CDK5","ENSG00000164885",4719,"1020"
"2313977","7","ensembl_havana","gene",151057210,151076527,".","+",".","SLC4A2","ENSG00000164889",19318,"6522"
"2314269","7","ensembl_havana","gene",151076593,151080866,".","-",".","FASTK","ENSG00000164896",4274,"10922"
"2314442","7","ensembl_havana","gene",151081080,151083546,".","-",".","TMUB1","ENSG00000164897",2467,"83590"
"2314508","7","ensembl_havana","gene",151085831,151144436,".","+",".","AGAP3","ENSG00000133612",58606,"116988"
"2314867","7","ensembl_havana","gene",151148589,151174745,".","-",".","GBX1","ENSG00000164900",26157,"2636"
"2314899","7","ensembl_havana","gene",151175698,151187832,".","-",".","ASB10","ENSG00000146926",12135,"136371"
"2314950","7","havana","gene",151190873,151205496,".","-",".","IQCA1L","ENSG00000278685",14624,"392843"
"2315025","7","ensembl_havana","gene",151207837,151227230,".","-",".","ABCF2","ENSG00000033050",19394,"10061"
"2315141","7","ensembl_havana","gene",151232489,151238827,".","+",".","CHPF2","ENSG00000033100",6339,"54480"
"2315186","7","ensembl_havana","gene",151238764,151277896,".","-",".","SMARCD3","ENSG00000082014",39133,"6604"
"2315420","7","ensembl_havana","gene",151341699,151378449,".","+",".","NUB1","ENSG00000013374",36751,"51667"
"2315601","7","ensembl_havana","gene",151375909,151410727,".","-",".","WDR86","ENSG00000187260",34819,"349136"
